order_id,customer_id,order_date,order_amount,product_category,discount_used,discount_value
107,13,2019-07-16,76.12,Jewelry,False,0.0
108,13,2023-05-07,51.71,Sports,True,17.19
109,13,2021-09-16,29.49,Beauty,False,0.0
110,13,2022-01-03,25.32,Books,False,0.0
111,13,2021-01-26,13.58,Home,False,0.0
112,13,2023-11-25,51.96,Automotive,False,0.0
113,13,2021-11-12,68.35,Grocery,False,0.0
114,14,2023-07-08,42.92,Clothing,True,42.51
115,14,2021-01-11,33.0,Electronics,False,0.0
116,14,2020-12-06,31.96,Clothing,False,0.0
117,14,2020-08-09,35.49,Home,False,0.0
118,14,2023-11-20,18.49,Home,False,0.0
119,14,2020-12-02,21.95,Sports,False,0.0
120,14,2022-06-13,62.6,Jewelry,True,17.58
121,14,2020-12-04,51.27,Clothing,False,0.0
122,14,2023-02-15,18.5,Sports,False,0.0
123,14,2019-12-09,19.29,Sports,False,0.0
124,14,2020-06-28,37.85,Jewelry,True,6.32
125,14,2022-11-23,11.81,Grocery,True,47.56
126,14,2023-12-24,36.84,Automotive,False,0.0
127,15,2022-10-17,97.73,Toys,True,29.32
128,15,2021-05-24,36.23,Automotive,False,0.0
129,15,2023-12-13,48.86,Electronics,True,15.05
130,15,2022-01-13,94.65,Clothing,False,0.0
131,15,2021-02-10,42.15,Automotive,True,25.72
132,15,2023-03-06,38.45,Toys,False,0.0
133,15,2021-12-12,63.03,Beauty,False,0.0
134,15,2021-05-03,155.97,Clothing,True,20.55
135,15,2022-11-12,57.05,Toys,True,48.88
136,15,2022-10-04,79.31,Sports,True,35.16
137,15,2021-09-14,62.07,Home,False,0.0
138,15,2023-09-23,53.03,Grocery,True,20.41
139,15,2019-05-04,62.99,Electronics,True,48.46
140,15,2022-11-09,48.84,Toys,False,0.0
141,15,2020-10-08,23.95,Automotive,False,0.0
142,15,2019-01-15,128.05,Home,False,0.0
143,15,2022-03-13,201.37,Automotive,True,45.06
144,15,2019-11-22,24.74,Clothing,False,0.0
145,15,2023-10-03,23.67,Toys,False,0.0
146,16,2023-07-09,19.71,Automotive,True,46.35
147,16,2021-11-23,29.61,Jewelry,False,0.0
148,16,2023-12-04,28.23,Books,True,10.07
149,16,2019-11-27,32.8,Home,True,40.91
150,16,2021-12-01,36.13,Beauty,False,0.0
151,16,2019-10-04,19.58,Home,False,0.0
152,16,2019-09-26,23.99,Automotive,False,0.0
153,16,2023-12-23,27.95,Automotive,False,0.0
154,16,2023-10-27,21.13,Electronics,False,0.0
155,16,2022-07-12,90.11,Jewelry,True,18.03
156,16,2023-03-04,98.19,Beauty,False,0.0
157,16,2019-10-22,16.89,Grocery,False,0.0
158,17,2019-08-09,50.41,Electronics,True,42.8
159,17,2022-03-21,19.25,Clothing,False,0.0
160,17,2022-04-25,23.29,Beauty,False,0.0
161,17,2020-08-15,11.88,Toys,True,16.59
162,17,2022-08-05,28.16,Books,False,0.0
163,17,2023-09-19,41.39,Electronics,False,0.0
164,17,2019-11-06,26.33,Books,False,0.0
165,18,2019-01-12,30.83,Jewelry,False,0.0
166,18,2022-10-24,40.73,Clothing,False,0.0
167,18,2023-05-20,17.98,Clothing,False,0.0
168,18,2021-10-16,28.08,Grocery,True,46.57
169,18,2020-09-28,40.4,Clothing,False,0.0
170,18,2021-11-05,75.86,Automotive,False,0.0
171,18,2022-01-20,24.34,Home,True,11.89
172,18,2022-01-17,67.61,Home,False,0.0
173,19,2019-03-14,25.54,Grocery,False,0.0
174,19,2019-11-11,584.16,Automotive,False,0.0
175,19,2019-04-14,28.18,Home,True,30.66
176,19,2022-09-02,34.94,Toys,True,29.99
177,19,2020-03-27,42.63,Automotive,True,16.54
178,19,2022-03-02,30.55,Jewelry,True,25.68
179,19,2021-02-25,49.61,Sports,False,0.0
180,20,2021-11-16,38.52,Books,False,0.0
181,20,2019-06-13,54.86,Automotive,False,0.0
182,20,2021-03-21,66.56,Books,False,0.0
183,20,2021-02-28,56.32,Toys,False,0.0
184,20,2021-05-06,46.44,Sports,False,0.0
185,20,2022-07-15,100.02,Beauty,False,0.0
186,20,2020-11-08,80.42,Grocery,False,0.0
187,20,2019-03-17,65.85,Automotive,True,21.31
188,20,2020-07-28,74.18,Grocery,True,34.34
189,20,2023-01-24,36.82,Clothing,False,0.0
190,21,2019-07-05,55.23,Books,True,23.76
191,21,2022-10-01,37.2,Books,False,0.0
192,21,2019-03-20,57.16,Clothing,True,40.56
193,21,2021-06-05,31.89,Beauty,True,46.89
194,21,2021-01-11,38.2,Electronics,True,10.6
195,21,2019-04-15,37.45,Jewelry,False,0.0
196,21,2023-02-22,52.11,Automotive,False,0.0
197,21,2023-12-14,111.37,Books,False,0.0
198,21,2019-12-17,29.23,Jewelry,False,0.0
199,21,2022-10-21,25.47,Books,False,0.0
200,21,2022-11-28,44.41,Electronics,False,0.0
201,22,2020-06-24,137.17,Clothing,False,0.0
202,22,2023-06-25,107.53,Electronics,True,19.53
203,22,2022-07-22,35.24,Books,False,0.0
204,22,2019-11-15,83.41,Clothing,False,0.0
205,22,2019-06-12,50.04,Electronics,False,0.0
206,22,2020-02-08,95.49,Beauty,True,19.95
207,22,2022-10-14,86.88,Clothing,False,0.0
208,22,2019-12-17,106.34,Automotive,True,43.28
209,22,2020-09-24,86.55,Books,True,29.38
210,22,2019-01-26,98.8,Toys,True,35.28
211,22,2020-12-05,35.71,Grocery,False,0.0
212,22,2020-11-12,62.63,Books,False,0.0
213,23,2022-11-04,20.16,Automotive,False,0.0
214,23,2021-09-08,56.65,Home,False,0.0
215,23,2020-05-27,48.29,Jewelry,True,27.44
216,23,2022-02-24,37.79,Jewelry,False,0.0
217,23,2023-01-07,28.74,Grocery,False,0.0
218,23,2019-12-27,47.19,Books,False,0.0
219,23,2021-12-01,41.02,Grocery,False,0.0
220,23,2019-09-07,20.0,Sports,True,37.42
221,23,2022-12-22,30.52,Books,False,0.0
222,23,2020-12-18,48.07,Clothing,True,11.99
223,23,2023-12-28,43.87,Clothing,False,0.0
224,24,2019-10-24,46.91,Sports,True,36.11
225,24,2021-09-05,38.67,Beauty,True,15.77
226,24,2021-11-18,75.59,Sports,False,0.0
227,24,2021-04-07,44.28,Sports,False,0.0
228,24,2019-12-09,50.99,Grocery,False,0.0
229,24,2021-07-19,70.9,Electronics,False,0.0
230,24,2019-05-07,36.31,Clothing,False,0.0
231,24,2023-11-08,58.22,Electronics,True,31.73
232,24,2023-11-13,45.71,Sports,False,0.0
233,24,2022-12-03,43.79,Beauty,False,0.0
234,25,2022-07-12,46.17,Clothing,False,0.0
235,25,2022-08-02,73.42,Books,True,10.08
236,25,2022-08-05,24.71,Books,False,0.0
237,25,2023-08-20,66.15,Books,False,0.0
238,25,2020-07-16,15.39,Automotive,True,36.53
239,26,2023-12-02,56.58,Grocery,False,0.0
240,26,2019-11-04,70.13,Home,False,0.0
241,26,2021-11-01,57.31,Sports,True,47.78
242,26,2022-07-10,68.05,Home,False,0.0
243,26,2023-03-15,48.1,Toys,False,0.0
244,26,2019-11-16,62.99,Grocery,False,0.0
245,26,2022-06-18,23.06,Books,False,0.0
246,26,2019-11-09,42.62,Clothing,False,0.0
247,26,2023-03-18,43.05,Grocery,False,0.0
248,26,2019-11-19,73.23,Automotive,False,0.0
249,26,2023-11-02,43.64,Clothing,False,0.0
250,26,2019-12-19,42.23,Electronics,False,0.0
251,27,2020-02-10,34.69,Automotive,False,0.0
252,27,2021-11-26,179.42,Electronics,False,0.0
253,27,2023-05-10,43.71,Clothing,False,0.0
254,27,2020-03-12,87.51,Books,False,0.0
255,27,2023-06-12,88.41,Home,False,0.0
256,27,2020-06-19,35.21,Sports,False,0.0
257,27,2019-09-09,29.14,Grocery,False,0.0
258,28,2023-12-04,30.13,Grocery,True,43.42
259,28,2023-08-10,67.43,Books,False,0.0
260,28,2023-07-05,32.96,Sports,False,0.0
261,28,2021-11-28,44.46,Electronics,False,0.0
262,28,2023-04-27,19.16,Home,False,0.0
263,28,2022-01-23,37.1,Sports,True,10.42
264,28,2022-11-13,20.8,Electronics,True,35.21
265,29,2021-09-23,38.11,Sports,False,0.0
266,29,2021-08-21,36.96,Toys,False,0.0
267,29,2022-11-03,18.51,Grocery,True,43.65
268,29,2019-09-21,38.22,Toys,True,38.37
269,29,2021-03-03,20.73,Sports,True,36.98
270,29,2020-10-05,42.64,Automotive,False,0.0
271,29,2021-11-25,8.77,Grocery,False,0.0
272,29,2021-11-09,13.72,Home,False,0.0
273,30,2019-10-12,82.61,Books,False,0.0
274,30,2023-12-15,204.44,Toys,False,0.0
275,30,2020-05-07,47.94,Books,False,0.0
276,30,2021-03-13,62.64,Electronics,True,9.67
277,30,2021-08-03,54.49,Jewelry,True,43.1
278,30,2022-02-18,97.53,Automotive,False,0.0
279,30,2022-06-09,108.07,Electronics,True,16.48
280,30,2021-02-22,49.55,Beauty,False,0.0
281,30,2019-11-26,58.1,Electronics,True,36.79
282,30,2021-04-20,78.83,Electronics,True,36.94
283,30,2023-02-08,79.02,Jewelry,False,0.0
284,30,2022-10-15,117.14,Grocery,True,40.46
285,30,2019-12-04,83.54,Automotive,True,24.71
286,30,2021-10-10,109.91,Automotive,False,0.0
287,30,2023-03-21,32.59,Home,False,0.0
288,31,2021-11-06,40.06,Electronics,False,0.0
289,31,2020-08-22,12.99,Automotive,True,37.64
290,31,2023-12-26,41.01,Clothing,False,0.0
291,31,2021-09-25,31.54,Home,False,0.0
292,31,2020-12-06,45.3,Clothing,True,42.36
293,31,2019-10-24,33.15,Jewelry,False,0.0
294,31,2022-10-24,25.43,Clothing,False,0.0
295,31,2021-03-23,19.04,Books,True,37.03
296,31,2023-08-07,35.09,Sports,False,0.0
297,31,2022-12-07,58.3,Clothing,False,0.0
298,31,2020-11-17,30.71,Jewelry,False,0.0
299,31,2019-12-08,11.32,Books,False,0.0
300,31,2020-12-18,31.48,Jewelry,True,22.76
301,32,2019-12-22,11.39,Jewelry,False,0.0
302,32,2023-06-06,17.37,Electronics,True,35.81
303,32,2022-02-15,42.92,Jewelry,False,0.0
304,32,2019-06-01,16.32,Clothing,False,0.0
305,32,2020-12-24,22.83,Sports,False,0.0
306,32,2022-11-13,23.73,Jewelry,True,49.57
307,32,2022-08-24,18.78,Jewelry,True,35.94
308,32,2022-10-19,42.81,Automotive,False,0.0
309,32,2020-07-17,20.52,Beauty,True,42.55
310,32,2020-06-05,39.49,Toys,True,38.95
311,32,2019-10-11,22.78,Books,False,0.0
312,32,2021-11-27,27.33,Beauty,False,0.0
313,33,2021-06-10,44.52,Books,False,0.0
314,33,2019-04-27,74.47,Toys,True,29.49
315,33,2021-12-05,99.46,Sports,False,0.0
316,33,2021-11-28,34.38,Home,False,0.0
317,33,2019-11-12,56.78,Toys,True,23.07
318,33,2021-04-17,34.73,Grocery,False,0.0
319,33,2021-05-01,156.73,Beauty,True,39.87
320,33,2021-12-21,38.0,Clothing,True,24.2
321,33,2023-12-18,61.64,Electronics,False,0.0
322,33,2022-09-28,140.72,Grocery,False,0.0
323,34,2020-05-21,40.43,Jewelry,False,0.0
324,34,2019-09-12,60.61,Jewelry,False,0.0
325,34,2022-01-21,97.84,Clothing,False,0.0
326,34,2022-02-04,65.37,Clothing,False,0.0
327,34,2019-09-14,84.34,Automotive,False,0.0
328,34,2019-10-28,65.07,Books,False,0.0
329,34,2021-02-18,111.27,Automotive,True,31.56
330,34,2020-09-17,25.95,Toys,False,0.0
331,34,2019-01-07,29.65,Home,True,29.34
332,34,2020-02-03,24.62,Beauty,False,0.0
333,34,2023-09-26,37.81,Clothing,False,0.0
334,34,2020-04-23,47.81,Books,False,0.0
335,34,2022-08-19,23.32,Beauty,True,26.31
336,34,2019-10-19,50.1,Toys,False,0.0
337,35,2022-02-12,67.54,Home,False,0.0
338,35,2022-03-17,561.45,Grocery,False,0.0
339,35,2019-06-12,29.67,Automotive,False,0.0
340,35,2021-06-01,54.54,Toys,False,0.0
341,35,2020-02-20,46.88,Jewelry,True,6.94
342,35,2023-03-21,51.63,Automotive,False,0.0
343,35,2022-01-06,62.3,Electronics,False,0.0
344,35,2019-10-14,24.83,Automotive,False,0.0
345,35,2023-10-23,52.73,Toys,False,0.0
346,36,2023-11-18,43.41,Clothing,True,32.4
347,36,2022-11-20,51.83,Home,True,11.9
348,36,2022-10-21,53.07,Toys,True,32.56
349,36,2020-06-03,34.06,Clothing,False,0.0
350,36,2023-03-09,39.04,Clothing,False,0.0
351,36,2021-11-19,104.65,Automotive,False,0.0
352,36,2020-08-04,77.35,Home,True,15.87
353,36,2023-11-11,33.9,Toys,False,0.0
354,36,2021-06-15,48.16,Toys,False,0.0
355,37,2023-05-23,53.38,Jewelry,False,0.0
356,37,2021-06-18,46.72,Books,True,36.39
357,37,2021-09-18,87.33,Beauty,False,0.0
358,37,2021-11-16,18.58,Books,False,0.0
359,37,2021-05-06,47.47,Toys,False,0.0
360,37,2021-08-16,64.98,Automotive,False,0.0
361,37,2020-06-28,249.55,Grocery,False,0.0
362,37,2019-03-10,31.04,Toys,True,16.76
363,37,2023-05-17,60.85,Electronics,False,0.0
364,38,2022-03-19,35.75,Clothing,False,0.0
365,38,2019-06-22,18.25,Sports,False,0.0
366,38,2020-05-20,36.11,Toys,False,0.0
367,38,2023-10-23,20.77,Electronics,True,13.38
368,38,2023-12-14,31.96,Electronics,False,0.0
369,38,2021-09-27,32.38,Beauty,False,0.0
370,38,2019-01-09,59.09,Home,True,9.01
371,38,2021-05-06,31.75,Toys,False,0.0
372,38,2019-01-06,51.52,Home,False,0.0
373,38,2020-11-07,18.9,Grocery,True,29.66
374,38,2020-03-25,59.82,Automotive,False,0.0
375,39,2021-09-07,55.39,Sports,True,41.89
376,39,2020-10-04,98.63,Automotive,True,31.23
377,39,2020-12-07,14.91,Electronics,True,49.61
378,39,2022-06-21,30.07,Clothing,True,47.26
379,39,2022-11-24,81.47,Clothing,True,43.43
380,39,2019-10-13,86.81,Home,True,16.72
381,39,2021-11-27,34.81,Automotive,False,0.0
382,39,2021-06-14,45.64,Electronics,True,23.54
383,40,2023-11-28,70.37,Beauty,False,0.0
384,40,2019-08-23,62.71,Jewelry,False,0.0
385,40,2021-08-25,53.47,Automotive,False,0.0
386,40,2022-10-22,80.27,Home,False,0.0
387,40,2019-06-24,56.28,Sports,False,0.0
388,40,2021-11-19,42.46,Home,False,0.0
389,40,2020-11-02,61.95,Electronics,False,0.0
390,41,2023-07-20,34.16,Toys,False,0.0
391,41,2021-11-14,58.71,Beauty,True,18.8
392,41,2020-12-24,41.67,Electronics,True,28.7
393,41,2023-11-20,44.23,Beauty,False,0.0
394,42,2022-09-01,18.99,Books,True,25.48
395,42,2020-08-27,14.07,Books,False,0.0
396,42,2022-08-02,25.81,Clothing,False,0.0
397,42,2023-12-03,21.64,Beauty,False,0.0
398,42,2022-06-01,39.88,Automotive,False,0.0
399,42,2019-08-19,49.13,Sports,True,45.25
400,42,2022-12-11,33.59,Jewelry,True,33.49
401,42,2022-04-21,67.25,Home,False,0.0
402,42,2023-05-12,23.67,Books,False,0.0
403,42,2019-11-23,47.87,Home,False,0.0
404,42,2019-10-11,25.53,Home,False,0.0
405,42,2022-06-22,144.9,Sports,True,30.71
406,43,2019-06-20,15.65,Electronics,True,37.27
407,43,2019-04-16,19.27,Home,False,0.0
408,43,2020-09-13,44.59,Beauty,False,0.0
409,43,2019-08-16,41.14,Sports,False,0.0
410,43,2023-10-22,25.36,Books,True,36.49
411,43,2019-12-23,24.92,Toys,False,0.0
412,43,2022-03-14,28.22,Home,False,0.0
413,43,2023-11-09,22.85,Clothing,False,0.0
414,43,2020-11-03,35.09,Sports,False,0.0
415,43,2019-11-07,33.16,Electronics,False,0.0
416,43,2022-09-21,15.4,Grocery,True,35.41
417,44,2020-07-02,208.53,Books,False,0.0
418,44,2021-05-12,107.16,Books,False,0.0
419,44,2020-09-27,120.53,Grocery,True,24.92
420,44,2021-12-09,85.24,Beauty,True,34.29
421,44,2021-01-07,94.19,Toys,False,0.0
422,44,2021-08-13,71.06,Books,False,0.0
423,44,2023-02-26,22.0,Books,False,0.0
424,44,2022-10-01,121.49,Electronics,False,0.0
425,45,2022-12-13,31.68,Books,False,0.0
426,45,2021-10-13,56.47,Sports,False,0.0
427,45,2020-12-14,52.78,Beauty,False,0.0
428,45,2019-11-20,35.55,Toys,False,0.0
429,45,2021-10-22,24.58,Clothing,False,0.0
430,45,2022-11-19,30.33,Toys,True,40.14
431,45,2019-09-14,36.63,Beauty,False,0.0
432,45,2020-08-28,30.59,Automotive,False,0.0
433,45,2020-09-08,20.65,Sports,True,21.31
434,45,2019-01-14,25.79,Automotive,False,0.0
435,46,2022-12-13,19.23,Beauty,False,0.0
436,46,2021-07-22,56.52,Electronics,False,0.0
437,46,2019-11-22,47.6,Clothing,False,0.0
438,46,2022-09-25,56.85,Toys,True,27.93
439,46,2021-11-18,71.81,Home,True,26.03
440,46,2020-12-11,20.71,Jewelry,False,0.0
441,47,2023-11-21,50.81,Toys,False,0.0
442,47,2019-11-08,135.27,Electronics,False,0.0
443,47,2021-08-12,58.88,Clothing,False,0.0
444,47,2022-03-19,38.87,Jewelry,True,25.06
445,47,2023-04-20,149.78,Sports,False,0.0
446,47,2022-07-09,106.71,Beauty,True,48.47
447,48,2021-01-12,36.38,Beauty,True,46.61
448,48,2020-11-04,37.63,Sports,True,23.41
449,48,2022-11-27,34.48,Jewelry,False,0.0
450,48,2020-12-16,24.15,Automotive,False,0.0
451,48,2019-12-15,68.17,Clothing,False,0.0
452,48,2019-04-22,26.68,Sports,False,0.0
453,48,2022-09-22,38.11,Jewelry,True,20.11
454,48,2022-09-03,42.47,Books,False,0.0
455,48,2022-07-24,67.61,Toys,True,35.72
456,48,2023-12-27,54.31,Electronics,False,0.0
457,48,2020-05-07,24.88,Sports,False,0.0
458,49,2022-08-15,26.24,Electronics,False,0.0
459,49,2023-01-18,32.62,Automotive,False,0.0
460,49,2020-10-02,74.12,Automotive,False,0.0
461,49,2022-11-13,82.99,Books,False,0.0
462,49,2020-03-06,56.42,Beauty,True,34.79
463,49,2019-11-05,28.14,Sports,False,0.0
464,50,2020-12-11,16.46,Clothing,True,10.08
465,50,2023-08-11,25.62,Beauty,False,0.0
466,50,2019-12-20,42.09,Jewelry,True,27.4
467,50,2021-03-21,46.76,Beauty,True,47.76
468,51,2021-12-21,41.21,Clothing,False,0.0
469,51,2021-10-14,27.2,Toys,False,0.0
470,51,2020-12-19,31.48,Automotive,False,0.0
471,51,2019-01-05,38.62,Toys,False,0.0
472,51,2022-06-11,36.57,Sports,False,0.0
473,51,2023-07-22,35.3,Beauty,True,47.73
474,51,2021-12-13,29.46,Sports,False,0.0
475,51,2020-10-26,42.62,Toys,True,25.64
476,51,2020-02-26,19.58,Automotive,True,6.79
477,51,2019-02-02,37.27,Home,True,37.61
478,52,2020-11-07,38.69,Books,True,6.63
479,52,2019-10-26,57.55,Sports,True,24.94
480,52,2023-02-17,44.13,Sports,True,9.71
481,52,2023-04-21,60.03,Home,True,32.41
482,52,2021-01-06,65.51,Jewelry,False,0.0
483,52,2020-11-05,23.8,Jewelry,False,0.0
484,52,2019-12-18,54.66,Toys,False,0.0
485,52,2021-11-02,26.45,Sports,True,41.89
486,52,2020-02-22,63.56,Automotive,False,0.0
487,52,2021-11-07,93.09,Electronics,True,33.3
488,53,2021-04-20,77.23,Toys,True,49.98
489,53,2021-08-08,42.59,Toys,True,35.04
490,53,2021-08-19,42.32,Books,True,40.69
491,53,2022-03-09,15.87,Sports,True,22.83
492,53,2023-08-11,48.55,Jewelry,True,28.63
493,53,2019-05-01,11.35,Jewelry,True,22.48
494,54,2022-05-14,21.53,Beauty,False,0.0
495,54,2022-11-04,15.48,Grocery,False,0.0
496,54,2022-11-16,13.53,Grocery,False,0.0
497,54,2020-11-12,26.04,Grocery,True,32.96
498,54,2019-11-23,35.43,Books,False,0.0
499,54,2022-11-19,19.48,Automotive,False,0.0
500,54,2021-11-05,37.62,Grocery,True,28.6
501,54,2023-07-28,40.77,Home,False,0.0
502,54,2019-11-04,24.57,Clothing,False,0.0
503,55,2022-04-11,33.4,Toys,False,0.0
504,55,2021-11-13,42.83,Automotive,False,0.0
505,55,2021-08-28,40.5,Jewelry,False,0.0
506,55,2023-09-11,69.52,Beauty,False,0.0
507,55,2019-11-05,38.0,Clothing,False,0.0
508,55,2021-09-13,27.82,Books,True,21.34
509,55,2020-11-25,50.43,Toys,False,0.0
510,56,2019-04-12,63.47,Books,False,0.0
511,56,2019-06-01,20.73,Books,True,34.58
512,56,2021-09-28,38.37,Home,False,0.0
513,56,2023-10-21,55.68,Electronics,True,7.56
514,56,2023-12-20,17.46,Electronics,True,6.19
515,56,2021-04-28,34.64,Books,False,0.0
516,56,2019-04-15,26.69,Grocery,False,0.0
517,56,2020-10-20,48.93,Jewelry,False,0.0
518,56,2019-12-12,37.67,Clothing,False,0.0
519,56,2019-05-10,18.81,Grocery,True,8.79
520,56,2023-12-22,40.84,Sports,False,0.0
521,56,2019-02-22,25.92,Jewelry,True,19.93
522,56,2023-01-12,55.24,Books,True,11.48
523,56,2021-01-11,33.45,Sports,True,36.22
524,57,2019-02-14,27.66,Grocery,False,0.0
525,57,2020-08-16,33.85,Sports,False,0.0
526,57,2020-11-02,56.4,Books,False,0.0
527,57,2023-11-13,89.77,Home,False,0.0
528,57,2023-07-28,56.25,Electronics,True,24.27
529,57,2020-11-28,130.9,Clothing,False,0.0
530,57,2019-10-16,28.01,Sports,False,0.0
531,58,2022-05-13,327.55,Books,False,0.0
532,58,2020-12-16,31.97,Home,False,0.0
533,58,2021-10-28,24.52,Automotive,False,0.0
534,58,2022-07-21,34.46,Grocery,False,0.0
535,58,2023-05-09,28.06,Electronics,False,0.0
536,58,2020-09-25,33.71,Automotive,False,0.0
537,58,2019-10-03,58.69,Books,False,0.0
538,58,2020-02-01,58.56,Clothing,False,0.0
539,58,2020-08-05,46.9,Grocery,False,0.0
540,58,2019-12-09,37.12,Home,False,0.0
541,58,2022-11-17,23.12,Grocery,False,0.0
542,59,2023-03-12,74.63,Automotive,False,0.0
543,59,2022-06-16,11.98,Automotive,True,17.98
544,59,2019-11-24,37.28,Jewelry,False,0.0
545,59,2023-01-05,49.6,Beauty,True,41.61
546,59,2019-11-20,58.13,Grocery,True,22.44
547,59,2022-10-21,25.86,Jewelry,False,0.0
