customer_id,campaign_name,discount,responded,additional_revenue
60,Holiday Sale,0.1,False,0.0
61,Summer Sale,0.3,False,0.0
62,Flash Sale,0.15,True,4.24
63,Flash Sale,0.15,False,0.0
64,BOGO,0.2,False,0.0
65,BOGO,0.2,False,0.0
66,Summer Sale,0.3,True,14.28
67,Flash Sale,0.15,True,4.99
68,New Year Promo,0.25,True,17.96
69,New Year Promo,0.25,True,9.5
70,Summer Sale,0.3,True,29.41
71,New Year Promo,0.25,False,0.0
72,Summer Sale,0.3,False,0.0
73,Flash Sale,0.15,False,0.0
74,Holiday Sale,0.1,True,6.73
75,New Year Promo,0.25,True,17.38
76,BOGO,0.2,True,8.71
77,Flash Sale,0.15,True,15.72
78,BOGO,0.2,False,0.0
79,New Year Promo,0.25,True,7.62
80,Holiday Sale,0.1,False,0.0
81,Summer Sale,0.3,True,16.17
82,Flash Sale,0.15,False,0.0
83,Flash Sale,0.15,True,4.5
84,Holiday Sale,0.1,False,0.0
85,Holiday Sale,0.1,False,0.0
86,Summer Sale,0.3,False,0.0
87,BOGO,0.2,False,0.0
88,BOGO,0.2,True,11.58
89,BOGO,0.2,True,14.54
90,New Year Promo,0.25,True,5.72
91,Flash Sale,0.15,False,0.0
92,BOGO,0.2,True,13.61
93,Holiday Sale,0.1,True,5.45
94,Flash Sale,0.15,False,0.0
95,New Year Promo,0.25,False,0.0
96,New Year Promo,0.25,True,9.74
97,Holiday Sale,0.1,True,5.72
98,Summer Sale,0.3,True,12.03
99,Summer Sale,0.3,False,0.0
100,New Year Promo,0.25,False,0.0
101,New Year Promo,0.25,False,0.0
102,BOGO,0.2,False,0.0
103,Holiday Sale,0.1,True,3.63
104,Flash Sale,0.15,False,0.0
105,Flash Sale,0.15,False,0.0
106,New Year Promo,0.25,False,0.0
107,New Year Promo,0.25,True,16.03
108,New Year Promo,0.25,False,0.0
109,BOGO,0.2,False,0.0
110,Holiday Sale,0.1,True,5.15
111,New Year Promo,0.25,False,0.0
112,Holiday Sale,0.1,True,3.42
113,Flash Sale,0.15,False,0.0
114,Flash Sale,0.15,True,9.2
115,New Year Promo,0.25,True,13.98
116,Holiday Sale,0.1,False,0.0
117,Flash Sale,0.15,True,22.55
118,Holiday Sale,0.1,False,0.0
119,Holiday Sale,0.1,False,0.0
120,Summer Sale,0.3,False,0.0
121,Holiday Sale,0.1,True,7.32
122,Summer Sale,0.3,True,23.47
123,Summer Sale,0.3,True,10.62
124,New Year Promo,0.25,True,17.71
125,New Year Promo,0.25,False,0.0
126,BOGO,0.2,False,0.0
127,Flash Sale,0.15,True,10.05
128,Holiday Sale,0.1,True,8.12
129,New Year Promo,0.25,False,0.0
130,Summer Sale,0.3,False,0.0
131,Holiday Sale,0.1,True,3.94
132,Flash Sale,0.15,False,0.0
133,Flash Sale,0.15,True,4.94
134,Flash Sale,0.15,False,0.0
135,Holiday Sale,0.1,True,7.85
136,New Year Promo,0.25,True,9.0
137,Flash Sale,0.15,True,7.42
138,Holiday Sale,0.1,True,6.37
139,Holiday Sale,0.1,True,3.47
140,New Year Promo,0.25,True,23.53
141,Holiday Sale,0.1,True,16.95
142,Flash Sale,0.15,True,6.24
143,Summer Sale,0.3,False,0.0
144,Holiday Sale,0.1,False,0.0
145,Summer Sale,0.3,True,15.6
146,BOGO,0.2,False,0.0
147,BOGO,0.2,True,11.91
148,BOGO,0.2,False,0.0
149,Flash Sale,0.15,False,0.0
150,Holiday Sale,0.1,True,4.02
151,Flash Sale,0.15,True,10.65
152,BOGO,0.2,False,0.0
153,BOGO,0.2,False,0.0
154,BOGO,0.2,False,0.0
155,Summer Sale,0.3,True,30.2
156,Holiday Sale,0.1,False,0.0
157,Summer Sale,0.3,False,0.0
158,Flash Sale,0.15,True,7.81
159,Holiday Sale,0.1,False,0.0
160,BOGO,0.2,True,9.53
161,Summer Sale,0.3,False,0.0
162,Flash Sale,0.15,True,8.15
163,Summer Sale,0.3,False,0.0
164,BOGO,0.2,True,11.2
165,New Year Promo,0.25,True,8.08
166,New Year Promo,0.25,True,18.28
167,Holiday Sale,0.1,False,0.0
168,New Year Promo,0.25,False,0.0
169,Flash Sale,0.15,True,5.41
170,Holiday Sale,0.1,False,0.0
171,New Year Promo,0.25,True,12.61
172,BOGO,0.2,False,0.0
173,Flash Sale,0.15,True,7.72
174,Holiday Sale,0.1,False,0.0
175,New Year Promo,0.25,False,0.0
176,Flash Sale,0.15,False,0.0
177,Holiday Sale,0.1,False,0.0
178,Flash Sale,0.15,False,0.0
179,Flash Sale,0.15,True,12.82
180,Holiday Sale,0.1,False,0.0
181,Holiday Sale,0.1,True,2.73
182,Holiday Sale,0.1,False,0.0
183,Summer Sale,0.3,True,27.11
184,Flash Sale,0.15,True,12.37
185,BOGO,0.2,True,7.57
186,BOGO,0.2,False,0.0
187,BOGO,0.2,False,0.0
188,Summer Sale,0.3,True,23.55
189,BOGO,0.2,False,0.0
190,BOGO,0.2,False,0.0
191,Flash Sale,0.15,True,6.75
192,New Year Promo,0.25,True,14.8
193,Flash Sale,0.15,False,0.0
194,New Year Promo,0.25,True,11.43
195,Holiday Sale,0.1,False,0.0
196,Flash Sale,0.15,False,0.0
197,Flash Sale,0.15,False,0.0
198,Summer Sale,0.3,True,16.82
199,Holiday Sale,0.1,True,6.83
200,Holiday Sale,0.1,False,0.0
201,New Year Promo,0.25,True,9.41
202,New Year Promo,0.25,False,0.0
203,BOGO,0.2,False,0.0
204,Summer Sale,0.3,False,0.0
205,New Year Promo,0.25,False,0.0
206,New Year Promo,0.25,True,9.21
207,BOGO,0.2,False,0.0
208,Summer Sale,0.3,False,0.0
209,New Year Promo,0.25,True,7.38
210,Flash Sale,0.15,True,5.64
211,Holiday Sale,0.1,True,5.48
212,Flash Sale,0.15,True,10.83
213,BOGO,0.2,True,15.09
214,Flash Sale,0.15,False,0.0
215,Holiday Sale,0.1,True,7.78
216,Holiday Sale,0.1,False,0.0
217,BOGO,0.2,False,0.0
218,Summer Sale,0.3,False,0.0
219,BOGO,0.2,True,12.6
220,Summer Sale,0.3,True,18.85
221,New Year Promo,0.25,True,24.92
222,Holiday Sale,0.1,False,0.0
223,New Year Promo,0.25,True,8.98
224,New Year Promo,0.25,True,11.29
225,Holiday Sale,0.1,True,3.4
226,Summer Sale,0.3,True,8.97
227,New Year Promo,0.25,True,32.4
228,BOGO,0.2,False,0.0
229,New Year Promo,0.25,True,17.63
230,Summer Sale,0.3,False,0.0
231,Holiday Sale,0.1,True,4.66
232,New Year Promo,0.25,True,8.65
233,Summer Sale,0.3,True,14.3
234,BOGO,0.2,False,0.0
235,BOGO,0.2,False,0.0
236,Summer Sale,0.3,False,0.0
237,New Year Promo,0.25,True,21.48
238,Summer Sale,0.3,False,0.0
239,Holiday Sale,0.1,False,0.0
240,Flash Sale,0.15,True,7.47
241,BOGO,0.2,True,10.8
242,New Year Promo,0.25,True,27.29
243,Holiday Sale,0.1,False,0.0
244,Holiday Sale,0.1,False,0.0
245,BOGO,0.2,False,0.0
246,Flash Sale,0.15,True,10.64
247,New Year Promo,0.25,True,9.39
248,Flash Sale,0.15,True,21.6
249,BOGO,0.2,True,34.55
250,BOGO,0.2,True,15.69
251,New Year Promo,0.25,True,9.23
252,Summer Sale,0.3,False,0.0
253,Flash Sale,0.15,True,8.27
254,New Year Promo,0.25,False,0.0
255,Summer Sale,0.3,True,9.65
256,Holiday Sale,0.1,False,0.0
257,Flash Sale,0.15,True,12.83
258,Flash Sale,0.15,True,6.09
259,BOGO,0.2,False,0.0
260,Summer Sale,0.3,False,0.0
261,Holiday Sale,0.1,False,0.0
262,New Year Promo,0.25,True,18.48
263,Summer Sale,0.3,True,12.56
264,BOGO,0.2,False,0.0
265,Flash Sale,0.15,True,16.84
266,BOGO,0.2,True,12.79
267,New Year Promo,0.25,True,13.52
268,Flash Sale,0.15,False,0.0
269,Holiday Sale,0.1,True,3.49
270,Summer Sale,0.3,False,0.0
271,BOGO,0.2,False,0.0
272,New Year Promo,0.25,True,17.48
273,BOGO,0.2,True,22.96
274,Holiday Sale,0.1,True,8.78
275,New Year Promo,0.25,False,0.0
276,Summer Sale,0.3,False,0.0
277,Summer Sale,0.3,True,17.96
278,Summer Sale,0.3,False,0.0
279,Flash Sale,0.15,False,0.0
280,Summer Sale,0.3,True,63.94
281,Flash Sale,0.15,True,12.79
282,Holiday Sale,0.1,False,0.0
283,New Year Promo,0.25,True,10.92
284,Holiday Sale,0.1,False,0.0
285,New Year Promo,0.25,False,0.0
286,New Year Promo,0.25,False,0.0
287,Summer Sale,0.3,False,0.0
288,New Year Promo,0.25,False,0.0
289,New Year Promo,0.25,True,7.41
290,New Year Promo,0.25,False,0.0
291,BOGO,0.2,False,0.0
292,New Year Promo,0.25,False,0.0
293,New Year Promo,0.25,False,0.0
294,Holiday Sale,0.1,False,0.0
295,Flash Sale,0.15,False,0.0
296,BOGO,0.2,False,0.0
297,Holiday Sale,0.1,True,5.78
298,Holiday Sale,0.1,False,0.0
299,Holiday Sale,0.1,False,0.0
300,New Year Promo,0.25,False,0.0
301,Holiday Sale,0.1,False,0.0
302,Summer Sale,0.3,True,14.45
303,Summer Sale,0.3,False,0.0
304,BOGO,0.2,True,14.46
305,Summer Sale,0.3,False,0.0
306,Flash Sale,0.15,False,0.0
307,Flash Sale,0.15,False,0.0
308,New Year Promo,0.25,False,0.0
309,New Year Promo,0.25,False,0.0
310,Holiday Sale,0.1,False,0.0
311,Flash Sale,0.15,False,0.0
312,BOGO,0.2,False,0.0
313,New Year Promo,0.25,False,0.0
314,Flash Sale,0.15,True,37.22
315,Summer Sale,0.3,False,0.0
316,Summer Sale,0.3,True,20.98
317,Flash Sale,0.15,False,0.0
318,Flash Sale,0.15,False,0.0
319,Summer Sale,0.3,False,0.0
320,Holiday Sale,0.1,False,0.0
321,Holiday Sale,0.1,True,7.4
322,BOGO,0.2,True,24.29
323,New Year Promo,0.25,True,16.82
324,New Year Promo,0.25,False,0.0
325,Holiday Sale,0.1,False,0.0
326,Holiday Sale,0.1,True,5.48
327,Flash Sale,0.15,False,0.0
328,Flash Sale,0.15,False,0.0
329,Holiday Sale,0.1,True,3.38
330,Holiday Sale,0.1,True,2.86
331,Holiday Sale,0.1,True,3.23
332,Flash Sale,0.15,False,0.0
333,Summer Sale,0.3,False,0.0
334,New Year Promo,0.25,False,0.0
335,BOGO,0.2,True,14.7
336,Flash Sale,0.15,False,0.0
337,Flash Sale,0.15,False,0.0
338,Summer Sale,0.3,True,17.98
339,Holiday Sale,0.1,True,3.61
340,Summer Sale,0.3,False,0.0
341,Holiday Sale,0.1,False,0.0
342,New Year Promo,0.25,False,0.0
343,Flash Sale,0.15,True,6.5
344,BOGO,0.2,False,0.0
345,Flash Sale,0.15,False,0.0
346,Flash Sale,0.15,False,0.0
347,Summer Sale,0.3,True,30.14
348,Flash Sale,0.15,False,0.0
349,Flash Sale,0.15,False,0.0
350,Summer Sale,0.3,False,0.0
351,Holiday Sale,0.1,False,0.0
352,Flash Sale,0.15,True,8.56
353,Flash Sale,0.15,False,0.0
354,BOGO,0.2,False,0.0
355,Flash Sale,0.15,False,0.0
356,Holiday Sale,0.1,False,0.0
357,Flash Sale,0.15,False,0.0
358,Holiday Sale,0.1,False,0.0
359,New Year Promo,0.25,True,19.62
360,New Year Promo,0.25,True,16.51
361,BOGO,0.2,True,10.45
362,Summer Sale,0.3,False,0.0
363,Holiday Sale,0.1,False,0.0
364,Summer Sale,0.3,True,14.55
365,Summer Sale,0.3,True,20.73
366,Summer Sale,0.3,True,9.29
367,Holiday Sale,0.1,False,0.0
368,Holiday Sale,0.1,True,7.02
369,BOGO,0.2,False,0.0
370,Holiday Sale,0.1,False,0.0
371,BOGO,0.2,True,8.87
372,Flash Sale,0.15,True,6.54
373,New Year Promo,0.25,True,7.91
374,BOGO,0.2,True,11.02
375,Flash Sale,0.15,True,4.55
376,BOGO,0.2,False,0.0
377,BOGO,0.2,False,0.0
378,Summer Sale,0.3,False,0.0
379,Holiday Sale,0.1,False,0.0
380,New Year Promo,0.25,False,0.0
381,Holiday Sale,0.1,False,0.0
382,Summer Sale,0.3,False,0.0
383,Holiday Sale,0.1,True,5.07
384,Flash Sale,0.15,True,12.3
385,Holiday Sale,0.1,True,9.78
386,Summer Sale,0.3,True,19.63
387,New Year Promo,0.25,True,7.97
388,Summer Sale,0.3,True,16.47
389,New Year Promo,0.25,True,16.45
390,Summer Sale,0.3,False,0.0
391,BOGO,0.2,True,19.76
392,Holiday Sale,0.1,True,3.9
393,BOGO,0.2,True,6.02
394,Flash Sale,0.15,False,0.0
395,New Year Promo,0.25,False,0.0
396,BOGO,0.2,True,11.91
397,New Year Promo,0.25,False,0.0
398,Flash Sale,0.15,True,6.24
399,Summer Sale,0.3,True,25.69
400,Holiday Sale,0.1,False,0.0
401,New Year Promo,0.25,False,0.0
402,New Year Promo,0.25,True,24.6
403,Holiday Sale,0.1,False,0.0
404,BOGO,0.2,True,14.27
405,Flash Sale,0.15,True,6.75
406,Summer Sale,0.3,True,21.81
407,Holiday Sale,0.1,False,0.0
408,Summer Sale,0.3,True,11.5
409,Holiday Sale,0.1,True,7.19
410,Flash Sale,0.15,False,0.0
411,Holiday Sale,0.1,True,6.03
412,BOGO,0.2,True,21.8
413,Summer Sale,0.3,True,26.32
414,Flash Sale,0.15,False,0.0
415,Summer Sale,0.3,True,17.49
416,Summer Sale,0.3,False,0.0
417,Summer Sale,0.3,False,0.0
418,Holiday Sale,0.1,True,3.27
419,New Year Promo,0.25,True,19.76
420,Summer Sale,0.3,True,23.76
421,Holiday Sale,0.1,False,0.0
422,Flash Sale,0.15,True,11.27
423,Holiday Sale,0.1,True,4.44
424,BOGO,0.2,False,0.0
425,Summer Sale,0.3,False,0.0
426,Flash Sale,0.15,False,0.0
427,Flash Sale,0.15,False,0.0
428,Flash Sale,0.15,False,0.0
429,New Year Promo,0.25,True,9.21
430,Flash Sale,0.15,False,0.0
431,Flash Sale,0.15,False,0.0
432,New Year Promo,0.25,False,0.0
433,BOGO,0.2,False,0.0
434,Summer Sale,0.3,False,0.0
435,Holiday Sale,0.1,True,3.69
436,New Year Promo,0.25,False,0.0
437,Holiday Sale,0.1,False,0.0
438,BOGO,0.2,True,12.33
439,Summer Sale,0.3,False,0.0
440,Holiday Sale,0.1,False,0.0
441,BOGO,0.2,False,0.0
442,New Year Promo,0.25,True,23.33
443,Flash Sale,0.15,True,5.34
444,Summer Sale,0.3,False,0.0
445,New Year Promo,0.25,True,23.36
446,Summer Sale,0.3,True,17.99
447,Flash Sale,0.15,True,24.74
448,Holiday Sale,0.1,True,4.9
449,BOGO,0.2,True,6.28
450,BOGO,0.2,False,0.0
451,Flash Sale,0.15,True,11.17
452,BOGO,0.2,True,12.8
453,Holiday Sale,0.1,True,3.93
454,BOGO,0.2,True,13.73
455,New Year Promo,0.25,False,0.0
456,Summer Sale,0.3,True,10.83
457,Holiday Sale,0.1,False,0.0
458,New Year Promo,0.25,False,0.0
459,Flash Sale,0.15,False,0.0
460,BOGO,0.2,True,7.08
461,Holiday Sale,0.1,True,3.66
462,Summer Sale,0.3,True,19.32
463,BOGO,0.2,True,13.27
464,Holiday Sale,0.1,True,5.99
465,Holiday Sale,0.1,True,10.22
466,Holiday Sale,0.1,True,3.72
467,New Year Promo,0.25,True,11.76
468,Flash Sale,0.15,False,0.0
469,New Year Promo,0.25,True,11.33
470,BOGO,0.2,True,38.05
471,Holiday Sale,0.1,True,3.05
472,BOGO,0.2,True,20.78
473,New Year Promo,0.25,False,0.0
474,New Year Promo,0.25,True,29.02
475,New Year Promo,0.25,False,0.0
476,Flash Sale,0.15,True,22.48
477,Summer Sale,0.3,True,11.83
478,New Year Promo,0.25,False,0.0
479,New Year Promo,0.25,False,0.0
480,BOGO,0.2,True,10.33
481,BOGO,0.2,True,13.45
482,BOGO,0.2,False,0.0
483,New Year Promo,0.25,False,0.0
484,Summer Sale,0.3,True,16.12
485,New Year Promo,0.25,True,18.0
486,New Year Promo,0.25,True,14.13
487,Flash Sale,0.15,False,0.0
488,BOGO,0.2,False,0.0
489,Summer Sale,0.3,True,35.69
490,New Year Promo,0.25,True,13.07
491,Holiday Sale,0.1,False,0.0
492,New Year Promo,0.25,True,13.41
493,Holiday Sale,0.1,False,0.0
494,BOGO,0.2,False,0.0
495,Summer Sale,0.3,True,11.82
496,Holiday Sale,0.1,True,3.51
497,BOGO,0.2,False,0.0
498,BOGO,0.2,False,0.0
499,New Year Promo,0.25,True,25.24
500,BOGO,0.2,True,21.99
501,New Year Promo,0.25,False,0.0
502,Flash Sale,0.15,True,8.69
503,New Year Promo,0.25,False,0.0
504,BOGO,0.2,True,15.14
505,Holiday Sale,0.1,False,0.0
506,New Year Promo,0.25,False,0.0
507,New Year Promo,0.25,True,18.82
508,BOGO,0.2,True,15.6
509,New Year Promo,0.25,True,16.4
510,Summer Sale,0.3,False,0.0
511,New Year Promo,0.25,False,0.0
512,Summer Sale,0.3,False,0.0
513,New Year Promo,0.25,True,14.31
514,Holiday Sale,0.1,False,0.0
515,Summer Sale,0.3,True,12.47
516,Summer Sale,0.3,True,13.02
517,Flash Sale,0.15,False,0.0
518,Holiday Sale,0.1,True,6.05
519,New Year Promo,0.25,True,27.4
520,BOGO,0.2,True,7.31
521,Holiday Sale,0.1,True,5.21
522,Flash Sale,0.15,True,6.29
523,Summer Sale,0.3,True,39.48
524,BOGO,0.2,True,13.1
525,BOGO,0.2,False,0.0
526,Flash Sale,0.15,True,6.63
527,Flash Sale,0.15,False,0.0
528,BOGO,0.2,False,0.0
529,BOGO,0.2,True,8.87
530,Summer Sale,0.3,True,22.84
531,Flash Sale,0.15,True,10.11
532,Summer Sale,0.3,True,70.52
533,Summer Sale,0.3,True,29.11
534,New Year Promo,0.25,False,0.0
535,BOGO,0.2,False,0.0
536,BOGO,0.2,True,18.29
537,BOGO,0.2,True,19.77
538,Flash Sale,0.15,False,0.0
539,Summer Sale,0.3,True,11.92
540,Summer Sale,0.3,False,0.0
541,New Year Promo,0.25,False,0.0
542,Summer Sale,0.3,True,17.29
543,BOGO,0.2,True,7.84
544,New Year Promo,0.25,False,0.0
545,Flash Sale,0.15,True,6.89
546,BOGO,0.2,False,0.0
547,Summer Sale,0.3,False,0.0
548,Holiday Sale,0.1,True,5.87
549,Summer Sale,0.3,True,21.72
550,Summer Sale,0.3,True,20.81
551,Flash Sale,0.15,True,9.4
552,BOGO,0.2,True,14.35
553,Summer Sale,0.3,False,0.0
554,Summer Sale,0.3,False,0.0
555,Flash Sale,0.15,True,10.18
556,Flash Sale,0.15,True,7.0
557,Holiday Sale,0.1,False,0.0
558,BOGO,0.2,False,0.0
559,BOGO,0.2,True,9.14
560,Holiday Sale,0.1,True,9.65
561,Holiday Sale,0.1,False,0.0
562,Holiday Sale,0.1,False,0.0
563,BOGO,0.2,False,0.0
564,Summer Sale,0.3,False,0.0
565,Flash Sale,0.15,True,6.19
566,BOGO,0.2,True,13.56
567,BOGO,0.2,False,0.0
568,Summer Sale,0.3,True,10.91
569,Flash Sale,0.15,True,9.93
570,Holiday Sale,0.1,True,8.97
571,Holiday Sale,0.1,False,0.0
572,New Year Promo,0.25,False,0.0
573,Holiday Sale,0.1,False,0.0
574,Flash Sale,0.15,False,0.0
575,Flash Sale,0.15,True,17.06
576,Flash Sale,0.15,False,0.0
577,Summer Sale,0.3,False,0.0
578,Flash Sale,0.15,True,11.04
579,Flash Sale,0.15,False,0.0
580,Holiday Sale,0.1,True,2.96
581,New Year Promo,0.25,False,0.0
582,Flash Sale,0.15,True,12.72
583,Holiday Sale,0.1,False,0.0
584,Flash Sale,0.15,False,0.0
585,BOGO,0.2,False,0.0
586,Summer Sale,0.3,True,8.63
587,Flash Sale,0.15,True,7.25
588,New Year Promo,0.25,True,9.51
589,Summer Sale,0.3,True,8.06
590,BOGO,0.2,False,0.0
591,Summer Sale,0.3,False,0.0
592,Holiday Sale,0.1,True,7.21
593,Flash Sale,0.15,False,0.0
594,New Year Promo,0.25,False,0.0
595,New Year Promo,0.25,True,12.88
596,BOGO,0.2,True,8.93
597,Flash Sale,0.15,False,0.0
598,Holiday Sale,0.1,False,0.0
599,Holiday Sale,0.1,False,0.0
600,Flash Sale,0.15,True,9.24
601,Summer Sale,0.3,False,0.0
602,Summer Sale,0.3,False,0.0
603,Flash Sale,0.15,False,0.0
604,New Year Promo,0.25,False,0.0
605,Flash Sale,0.15,False,0.0
606,Summer Sale,0.3,False,0.0
607,Holiday Sale,0.1,True,3.4
608,BOGO,0.2,False,0.0
609,BOGO,0.2,False,0.0
610,Holiday Sale,0.1,True,5.94
611,Flash Sale,0.15,False,0.0
612,Holiday Sale,0.1,False,0.0
613,Holiday Sale,0.1,True,10.29
614,New Year Promo,0.25,True,9.0
615,Summer Sale,0.3,True,23.65
616,BOGO,0.2,True,16.73
617,Holiday Sale,0.1,True,4.9
618,Flash Sale,0.15,True,3.7
619,New Year Promo,0.25,False,0.0
620,Holiday Sale,0.1,True,5.37
621,Summer Sale,0.3,True,8.59
622,New Year Promo,0.25,True,7.3
623,New Year Promo,0.25,True,10.63
624,Holiday Sale,0.1,True,4.22
625,BOGO,0.2,False,0.0
626,Flash Sale,0.15,False,0.0
627,Holiday Sale,0.1,True,4.17
628,Holiday Sale,0.1,False,0.0
629,New Year Promo,0.25,True,8.74
630,BOGO,0.2,False,0.0
631,New Year Promo,0.25,False,0.0
632,Summer Sale,0.3,True,25.5
633,Flash Sale,0.15,False,0.0
634,New Year Promo,0.25,True,11.96
635,Holiday Sale,0.1,True,2.83
636,Summer Sale,0.3,False,0.0
637,Flash Sale,0.15,True,7.96
638,Summer Sale,0.3,False,0.0
639,Summer Sale,0.3,True,10.33
640,Flash Sale,0.15,True,5.01
641,Holiday Sale,0.1,True,2.32
642,BOGO,0.2,True,5.93
643,Summer Sale,0.3,True,24.59
644,Holiday Sale,0.1,True,4.41
645,Holiday Sale,0.1,False,0.0
646,Holiday Sale,0.1,False,0.0
647,Flash Sale,0.15,True,5.93
648,BOGO,0.2,True,12.55
649,Summer Sale,0.3,False,0.0
650,Holiday Sale,0.1,False,0.0
651,Flash Sale,0.15,False,0.0
652,Flash Sale,0.15,True,8.72
653,New Year Promo,0.25,False,0.0
654,New Year Promo,0.25,False,0.0
655,BOGO,0.2,True,13.26
656,Flash Sale,0.15,False,0.0
657,BOGO,0.2,False,0.0
658,New Year Promo,0.25,True,12.06
659,Holiday Sale,0.1,False,0.0
660,BOGO,0.2,True,11.92
661,Summer Sale,0.3,False,0.0
662,Flash Sale,0.15,True,17.83
663,BOGO,0.2,True,13.23
664,New Year Promo,0.25,False,0.0
665,Summer Sale,0.3,True,9.93
666,New Year Promo,0.25,True,8.0
667,Summer Sale,0.3,False,0.0
668,Summer Sale,0.3,True,13.89
669,Holiday Sale,0.1,True,3.41
670,New Year Promo,0.25,False,0.0
671,New Year Promo,0.25,True,10.26
672,Summer Sale,0.3,False,0.0
673,New Year Promo,0.25,False,0.0
674,Holiday Sale,0.1,False,0.0
675,Holiday Sale,0.1,True,4.12
676,BOGO,0.2,False,0.0
677,BOGO,0.2,False,0.0
678,Flash Sale,0.15,False,0.0
679,Flash Sale,0.15,False,0.0
680,Summer Sale,0.3,False,0.0
681,Summer Sale,0.3,True,22.42
682,Holiday Sale,0.1,False,0.0
683,BOGO,0.2,False,0.0
684,New Year Promo,0.25,False,0.0
685,Summer Sale,0.3,True,29.74
686,Flash Sale,0.15,False,0.0
687,New Year Promo,0.25,False,0.0
688,BOGO,0.2,False,0.0
689,Flash Sale,0.15,False,0.0
690,Flash Sale,0.15,True,4.72
691,BOGO,0.2,True,7.3
692,Holiday Sale,0.1,True,3.17
693,Flash Sale,0.15,False,0.0
694,BOGO,0.2,False,0.0
695,Flash Sale,0.15,False,0.0
696,Holiday Sale,0.1,False,0.0
697,New Year Promo,0.25,True,10.42
698,BOGO,0.2,True,12.05
699,BOGO,0.2,True,5.72
700,New Year Promo,0.25,True,9.2
701,BOGO,0.2,False,0.0
702,New Year Promo,0.25,False,0.0
703,Holiday Sale,0.1,False,0.0
704,New Year Promo,0.25,True,9.68
705,BOGO,0.2,False,0.0
706,BOGO,0.2,True,23.42
707,BOGO,0.2,False,0.0
708,Summer Sale,0.3,True,18.22
709,Holiday Sale,0.1,False,0.0
710,Summer Sale,0.3,True,30.56
711,New Year Promo,0.25,True,13.21
712,New Year Promo,0.25,True,10.62
713,Holiday Sale,0.1,False,0.0
714,New Year Promo,0.25,False,0.0
715,Flash Sale,0.15,False,0.0
716,Flash Sale,0.15,True,10.75
717,Flash Sale,0.15,True,12.5
718,Summer Sale,0.3,False,0.0
719,Holiday Sale,0.1,True,4.16
720,New Year Promo,0.25,True,11.69
721,New Year Promo,0.25,True,13.52
722,Summer Sale,0.3,True,20.01
723,Holiday Sale,0.1,False,0.0
724,Summer Sale,0.3,False,0.0
725,Summer Sale,0.3,False,0.0
726,Flash Sale,0.15,True,17.25
727,New Year Promo,0.25,False,0.0
728,Summer Sale,0.3,True,20.84
729,Holiday Sale,0.1,False,0.0
730,Holiday Sale,0.1,False,0.0
731,Flash Sale,0.15,True,6.48
732,Summer Sale,0.3,False,0.0
733,Summer Sale,0.3,True,14.97
734,New Year Promo,0.25,False,0.0
735,Holiday Sale,0.1,True,4.56
736,Summer Sale,0.3,True,43.9
737,Holiday Sale,0.1,False,0.0
738,BOGO,0.2,True,11.07
739,Flash Sale,0.15,False,0.0
740,Summer Sale,0.3,True,14.1
