ds,yhat,n_orders,avg_order_value,ma_4w,ma_12w,data_type,yhat_lower,yhat_upper,model_used
2019-07-08,15431.24,285.0,54.14470175438596,14187.455,14084.335833333333,historical,,,
2019-07-15,15527.5,282.0,55.062056737588655,14438.4725,13983.163333333332,historical,,,
2019-07-22,14958.76,262.0,57.094503816793896,14495.3075,14138.791666666666,historical,,,
2019-07-29,14065.32,241.0,58.36232365145228,14995.705,14194.368333333332,historical,,,
2019-08-05,12893.0,214.0,60.24766355140187,14361.145,14061.304166666667,historical,,,
2019-08-12,19213.15,357.0,53.81834733893558,15282.5575,14342.87,historical,,,
2019-08-19,20203.71,350.0,57.72488571428571,16593.795,14783.114166666666,historical,,,
2019-08-26,20600.87,345.0,59.712666666666664,18227.6825,15799.674166666666,historical,,,
2019-09-02,10463.19,180.0,58.12883333333333,17620.23,15389.61,historical,,,
2019-09-09,20942.65,362.0,57.85262430939227,18052.605,15924.545,historical,,,
2019-09-16,20912.9,345.0,60.61710144927537,18229.9025,16439.668333333335,historical,,,
2019-09-23,23433.17,360.0,65.09213888888888,18937.9775,17387.121666666666,historical,,,
2019-09-30,14856.32,255.0,58.26007843137255,20036.260000000002,17339.211666666666,historical,,,
2019-10-07,27742.7,474.0,58.5289029535865,21736.2725,18357.145,historical,,,
2019-10-14,27292.33,496.0,55.02485887096775,23331.13,19384.9425,historical,,,
2019-10-21,26161.32,469.0,55.78106609808102,24013.167500000003,20392.9425,historical,,,
2019-10-28,26550.55,476.0,55.77846638655462,26936.725,21531.071666666667,historical,,,
2019-11-04,36321.42,704.0,51.59292613636364,29081.405,22956.760833333334,historical,,,
2019-11-11,72496.39,1313.0,55.21431073876619,40382.42,27314.484166666665,historical,,,
2019-11-18,73156.56,1256.0,58.24566878980892,52131.229999999996,31694.125,historical,,,
2019-11-25,71986.61,1316.0,54.70107142857143,63490.245,36821.07666666667,historical,,,
2019-12-02,42307.11,715.0,59.17078321678322,64986.667499999996,38601.448333333334,historical,,,
2019-12-09,37175.51,671.0,55.40314456035768,56156.4475,39956.66583333333,historical,,,
2019-12-16,39604.32,690.0,57.3975652173913,47768.387500000004,41304.261666666665,historical,,,
2019-12-23,37305.11,675.0,55.26682962962963,39098.012500000004,43174.99416666667,historical,,,
2019-12-30,29320.23,481.0,60.95681912681913,35851.2925,43306.455,historical,,,
2020-01-06,15163.2,229.0,66.21484716157205,30348.215000000004,42295.69416666667,historical,,,
2020-01-13,15394.47,276.0,55.7770652173913,24295.752500000002,41398.456666666665,historical,,,
2020-01-20,16857.91,282.0,59.77982269503546,19183.952500000003,40590.736666666664,historical,,,
2020-01-27,16401.95,302.0,54.31109271523179,15954.382500000003,38930.78083333333,historical,,,
2020-02-03,8542.89,163.0,52.41036809815951,14299.305000000004,33601.3225,historical,,,
2020-02-10,13177.93,242.0,54.45425619834711,13745.170000000002,28603.103333333333,historical,,,
2020-02-17,16855.55,294.0,57.33180272108843,13744.580000000004,24008.84833333333,historical,,,
2020-02-24,16819.66,276.0,60.94079710144928,13849.007500000003,21884.894166666665,historical,,,
2020-03-02,12335.51,245.0,50.34902040816327,14797.162500000002,19814.894166666665,historical,,,
2020-03-09,14355.06,278.0,51.636906474820144,15091.445000000003,17710.789166666666,historical,,,
2020-03-16,14255.42,250.0,57.02168,14441.412500000004,15789.981666666667,historical,,,
2020-03-23,16111.52,313.0,51.47450479233227,14264.377500000004,14689.25583333333,historical,,,
2020-03-30,11046.29,197.0,56.07253807106599,13942.072500000004,14346.18,historical,,,
2020-04-06,11674.85,211.0,55.33104265402844,13272.020000000004,14036.211666666668,historical,,,
2020-04-13,14210.59,261.0,54.44670498084291,13260.812500000004,13815.601666666667,historical,,,
2020-04-20,16273.08,272.0,59.8275,13301.202500000005,13804.862499999997,historical,,,
2020-04-27,15407.36,267.0,57.70546816479401,14391.470000000005,14376.901666666667,historical,,,
2020-05-04,12237.23,193.0,63.405336787564764,14532.065000000002,14298.510000000002,historical,,,
2020-05-11,15885.95,277.0,57.35,14950.905000000004,14217.71,historical,,,
2020-05-18,15057.210000000001,286.0,52.64758741258741,14646.937500000004,14070.839166666667,historical,,,
2020-05-25,15546.4,256.0,60.728125,14681.697500000004,14338.413333333336,historical,,,
2020-06-01,9232.22,169.0,54.62852071005917,13930.445000000003,13911.510000000002,historical,,,
2020-06-08,15095.08,245.0,61.61257142857143,13732.727500000003,13981.481666666667,historical,,,
2020-06-15,16249.47,298.0,54.528422818791945,14030.792500000003,13992.9775,historical,,,
2020-06-22,13285.56,257.0,51.694785992217895,13465.582500000002,14179.583333333334,historical,,,
2020-06-29,14258.31,240.0,59.409625,14722.105000000003,14394.871666666666,historical,,,
2020-07-06,13838.56,223.0,62.05632286995515,14407.975000000004,14363.869166666665,historical,,,
2020-07-13,15917.01,279.0,57.050215053763445,14324.860000000004,14334.196666666669,historical,,,
2020-07-20,15089.0,291.0,51.85223367697594,14775.720000000005,14307.666666666666,historical,,,
2020-07-27,14952.21,263.0,56.852509505703416,14949.195000000003,14533.914999999999,historical,,,
2020-08-03,13479.15,204.0,66.07426470588236,14859.342500000002,14333.348333333333,historical,,,
2020-08-10,17901.24,331.0,54.08229607250756,15355.400000000005,14570.350833333332,historical,,,
2020-08-17,17840.33,342.0,52.164707602339185,16043.232500000006,14761.511666666665,historical,,,
2020-08-24,21802.39,391.0,55.760588235294115,17755.777500000004,15809.025833333333,historical,,,
2020-08-31,13572.73,209.0,64.9412918660287,17779.172500000004,15682.163333333332,historical,,,
2020-09-07,20836.54,343.0,60.747930029154524,18512.997500000005,16064.419166666667,historical,,,
2020-09-14,20573.920000000002,363.0,56.6774655647383,19196.395000000004,16671.7825,historical,,,
2020-09-21,21021.38,387.0,54.31881136950905,19001.142500000005,17235.37166666667,historical,,,
2020-09-28,20341.46,373.0,54.53474530831099,20693.325000000004,17777.280000000002,historical,,,
2020-10-05,19477.95,330.0,59.02409090909091,20353.677500000005,18074.024999999998,historical,,,
2020-10-12,25319.8,434.0,58.340552995391704,21540.147500000003,18926.591666666667,historical,,,
2020-10-19,29297.49,483.0,60.657329192546584,23609.175000000003,20122.031666666666,historical,,,
2020-10-26,25520.28,465.0,54.88232258064516,24903.880000000005,21125.459166666667,historical,,,
2020-11-02,25489.65,456.0,55.898355263157896,26406.805,21757.826666666664,historical,,,
2020-11-09,66828.04,1244.0,53.72028938906752,36783.865000000005,25840.135833333334,historical,,,
2020-11-16,70711.82,1256.0,56.299219745222935,47137.44750000001,29915.921666666665,historical,,,
2020-11-23,73373.53,1267.0,57.911231254932915,59100.76000000001,34899.32166666666,historical,,,
2020-11-30,53464.56,896.0,59.67026785714285,66094.4875,37618.323333333334,historical,,,
2020-12-07,39117.409999999996,651.0,60.08818740399385,59166.83,39163.614166666666,historical,,,
2020-12-14,38699.78,669.0,57.84720478325859,51163.82,40636.81416666666,historical,,,
2020-12-21,37691.63,668.0,56.42459580838323,42243.345,42082.66166666667,historical,,,
2020-12-28,40133.65,705.0,56.92716312056738,38910.6175,43803.97,historical,,,
2021-01-04,7062.01,130.0,54.32315384615385,30896.7675,42282.4875,historical,,,
2021-01-11,14210.82,281.0,50.572313167259786,24774.5275,41025.265,historical,,,
2021-01-18,14207.69,264.0,53.81700757575758,18903.542500000003,40082.54916666667,historical,,,
2021-01-25,18119.04,313.0,57.88830670926518,13399.890000000003,39468.331666666665,historical,,,
2021-02-01,10080.41,156.0,64.61801282051282,14154.490000000003,34739.362499999996,historical,,,
2021-02-08,16709.42,274.0,60.98328467153284,14779.140000000003,30239.162500000002,historical,,,
2021-02-15,16518.66,285.0,57.96021052631579,15356.882500000003,25501.256666666668,historical,,,
2021-02-22,19424.7,295.0,65.8464406779661,15683.297500000004,22664.601666666666,historical,,,
2021-03-01,15537.94,286.0,54.32846153846154,17047.680000000004,20699.645833333332,historical,,,
2021-03-08,16167.01,263.0,61.47152091254753,16912.077500000003,18821.914999999997,historical,,,
2021-03-15,14182.91,264.0,53.723143939393935,16328.140000000003,16862.855,historical,,,
2021-03-22,16398.34,256.0,64.056015625,15571.550000000003,14884.912499999999,historical,,,
2021-03-29,14404.61,257.0,56.049066147859925,15288.217500000002,15496.795833333335,historical,,,
2021-04-05,10420.64,194.0,53.71463917525773,13851.625000000004,15180.9475,historical,,,
2021-04-12,13594.67,267.0,50.916367041198505,13704.565000000004,15129.862500000001,historical,,,
2021-04-19,13880.92,264.0,52.57924242424242,13075.210000000003,14776.685833333331,historical,,,
2021-04-26,14377.53,265.0,54.25483018867925,13068.440000000002,15134.779166666667,historical,,,
2021-05-03,12991.039999999999,210.0,61.862095238095236,13711.040000000003,14824.914166666667,historical,,,
2021-05-10,14249.59,270.0,52.77625925925926,13874.770000000004,14635.824999999999,historical,,,
2021-05-17,16198.2,290.0,55.85586206896552,14454.090000000004,14366.949999999999,historical,,,
2021-05-24,16341.2,271.0,60.299630996309965,14945.007500000003,14433.888333333334,historical,,,
2021-05-31,10249.73,174.0,58.906494252873564,14259.680000000004,13940.781666666668,historical,,,
2021-06-07,15205.71,276.0,55.09315217391304,14498.710000000005,14026.015,historical,,,
2021-06-14,14069.68,249.0,56.50473895582329,13966.580000000004,13831.960000000001,historical,,,
2021-06-21,15064.98,263.0,57.2812927756654,13647.525000000001,13886.990833333331,historical,,,
2021-06-28,15929.76,272.0,58.565294117647056,15067.532500000003,14346.084166666667,historical,,,
2021-07-05,10878.18,197.0,55.219187817258884,13985.650000000003,14119.71,historical,,,
2021-07-12,15614.83,257.0,60.75809338521401,14371.937500000004,14264.2025,historical,,,
2021-07-19,14571.96,279.0,52.229247311827955,14248.682500000004,14280.404999999999,historical,,,
2021-07-26,15401.69,276.0,55.80322463768116,14116.665000000005,14481.292500000001,historical,,,
2021-08-02,10160.4,180.0,56.446666666666665,13937.220000000005,14140.526666666667,historical,,,
2021-08-09,20231.88,358.0,56.5136312849162,15091.482500000004,14476.666666666666,historical,,,
2021-08-16,19069.66,349.0,54.640859598853865,16215.907500000005,14704.038333333332,historical,,,
2021-08-23,21991.43,377.0,58.33270557029178,17863.342500000002,15682.513333333334,historical,,,
2021-08-30,16191.44,277.0,58.45285198555957,19371.102500000005,15764.657500000001,historical,,,
2021-09-06,19539.66,307.0,63.6471009771987,19198.047500000004,16220.489166666666,historical,,,
2021-09-13,23217.77,369.0,62.92078590785908,20235.075000000004,16899.888333333332,historical,,,
2021-09-20,21733.3,386.0,56.303886010362696,20170.542500000003,17383.516666666666,historical,,,
2021-09-27,19985.78,355.0,56.297971830985915,21119.127500000002,18142.483333333334,historical,,,
2021-10-04,16316.68,307.0,53.14879478827362,20313.382500000003,18200.970833333333,historical,,,
2021-10-11,26888.03,467.0,57.57608137044968,21230.947500000002,19227.31,historical,,,
2021-10-18,28414.54,481.0,59.07388773388774,22901.257500000003,20311.71416666667,historical,,,
2021-10-25,26746.86,487.0,54.92168377823409,24591.527500000004,21693.919166666667,historical,,,
2021-11-01,20754.45,382.0,54.33102094240838,25700.970000000005,21737.466666666667,historical,,,
2021-11-08,71201.99,1301.0,54.72866256725596,36779.46000000001,26081.8275,historical,,,
2021-11-15,72391.29,1220.0,59.33712295081967,47773.64750000001,30281.815833333338,historical,,,
2021-11-22,67939.65,1207.0,56.288028169014076,58071.845,34594.166666666664,historical,,,
2021-11-29,59624.37,1053.0,56.623333333333335,67789.325,37934.559166666666,historical,,,
2021-12-06,31829.83,571.0,55.744010507880915,57946.285,38652.230833333335,historical,,,
2021-12-13,37680.73,635.0,59.33973228346457,49268.645000000004,39981.183333333334,historical,,,
2021-12-20,36944.85,703.0,52.55312944523471,41519.94500000001,41394.43916666667,historical,,,
2021-12-27,42193.03,675.0,62.50819259259259,37162.11000000001,43550.801666666666,historical,,,
2022-01-03,10772.37,197.0,54.682081218274114,31897.745000000003,42207.829999999994,historical,,,
2022-01-10,14480.99,284.0,50.9894014084507,26097.810000000005,41046.70083333333,historical,,,
2022-01-17,16325.57,278.0,58.72507194244604,20942.99,40178.26,historical,,,
2022-01-24,14884.33,265.0,56.16728301886793,14115.815000000004,39689.083333333336,historical,,,
2022-01-31,8266.01,161.0,51.34167701863354,13489.225000000002,34444.418333333335,historical,,,
2022-02-07,17130.0,271.0,63.210332103321036,14151.477500000005,29839.310833333333,historical,,,
2022-02-14,17369.04,296.0,58.679189189189195,14412.345000000005,25625.093333333334,historical,,,
2022-02-21,16470.67,297.0,55.45680134680134,14808.930000000004,22028.951666666664,historical,,,
2022-02-28,13327.94,240.0,55.53308333333334,16074.412500000004,20487.1275,historical,,,
2022-03-07,17331.42,308.0,56.27084415584415,16124.767500000002,18791.351666666666,historical,,,
2022-03-14,17760.59,282.0,62.98081560283688,16222.655000000002,17192.663333333334,historical,,,
2022-03-21,16673.25,282.0,59.125,16273.300000000003,15066.015,historical,,,
2022-03-28,17148.79,275.0,62.35923636363637,17228.512500000004,15597.383333333333,historical,,,
2022-04-04,8736.81,139.0,62.854748201438845,15079.860000000004,15118.701666666666,historical,,,
2022-04-11,13940.039999999999,262.0,53.20625954198473,14124.722500000003,14919.9075,historical,,,
2022-04-18,15209.68,267.0,56.965093632958805,13758.830000000005,14947.019999999999,historical,,,
2022-04-25,15053.67,284.0,53.00588028169014,13235.050000000003,15512.658333333333,historical,,,
2022-05-02,9873.92,190.0,51.968,13519.327500000003,14907.984999999999,historical,,,
2022-05-09,18593.62,273.0,68.10849816849816,14682.722500000003,15010.033333333333,historical,,,
2022-05-16,16437.079999999998,274.0,59.989343065693426,14989.572500000002,15007.234166666667,historical,,,
2022-05-23,17072.68,290.0,58.871310344827585,15494.325000000003,15319.295833333332,historical,,,
2022-05-30,10459.85,177.0,59.095197740112994,15640.807500000003,14746.665,historical,,,
2022-06-06,13167.14,224.0,58.781875,14284.187500000004,14363.8775,historical,,,
2022-06-13,15627.95,256.0,61.0466796875,14081.905000000004,14276.769166666667,historical,,,
2022-06-20,15551.68,285.0,54.56729824561403,13701.655000000004,14143.676666666666,historical,,,
2022-06-27,15616.39,284.0,54.98728873239436,14990.790000000005,14716.975,historical,,,
2022-07-04,11490.7,209.0,54.979425837320576,14571.680000000004,14512.863333333333,historical,,,
2022-07-11,17973.37,284.0,63.28651408450704,15158.035000000003,14743.170833333332,historical,,,
2022-07-18,16412.51,273.0,60.119084249084246,15373.242500000004,14856.4075,historical,,,
2022-07-25,15886.89,265.0,59.95052830188679,15440.867500000004,15357.488333333335,historical,,,
2022-08-01,8484.28,166.0,51.110120481927716,14689.262500000004,14515.043333333335,historical,,,
2022-08-08,20420.69,368.0,55.49100543478261,15301.092500000002,14847.010833333334,historical,,,
2022-08-15,19094.02,343.0,55.66769679300292,15971.470000000005,15015.455833333333,historical,,,
2022-08-22,18508.94,329.0,56.25817629179331,16626.982500000006,15686.213333333333,historical,,,
2022-08-29,17210.53,303.0,56.800429042904284,18808.545000000002,16023.1625,historical,,,
2022-09-05,14867.7,262.0,56.7469465648855,17420.297500000004,15959.808333333332,historical,,,
2022-09-12,19481.9,356.0,54.72443820224719,17517.2675,16287.326666666668,historical,,,
2022-09-19,18272.61,355.0,51.47214084507043,17458.185000000005,16508.678333333333,historical,,,
2022-09-26,18651.18,338.0,55.181005917159766,17818.347500000003,17105.385,historical,,,
2022-10-03,14290.28,254.0,56.26094488188976,17673.992500000004,16798.460833333334,historical,,,
2022-10-10,26774.16,472.0,56.72491525423729,19497.057500000003,17661.931666666667,historical,,,
2022-10-17,24307.47,459.0,52.95745098039216,21005.772500000003,18363.646666666664,historical,,,
2022-10-24,24145.03,457.0,52.83376367614879,22379.235000000004,19668.709166666664,historical,,,
2022-10-31,15531.64,258.0,60.20015503875969,22689.575000000004,19261.288333333334,historical,,,
2022-11-07,75290.48,1302.0,57.82678955453149,34818.655,23944.326666666664,historical,,,
2022-11-14,69433.42,1204.0,57.66895348837209,46100.1425,28188.03333333333,historical,,,
2022-11-21,70282.43,1277.0,55.037141738449485,57634.4925,32610.691666666666,historical,,,
2022-11-28,70470.4,1258.0,56.01780604133545,71369.1825,37244.25,historical,,,
2022-12-05,25778.12,473.0,54.49919661733615,58991.0925,37768.935,historical,,,
2022-12-12,34962.72,630.0,55.49638095238095,50373.4175,39159.7775,historical,,,
2022-12-19,34832.43,671.0,51.91122205663189,41510.917499999996,40508.215,historical,,,
2022-12-26,34192.85,634.0,53.93194006309148,32441.530000000002,42166.7625,historical,,,
2023-01-02,16501.41,265.0,62.26947169811321,30122.352500000005,41310.7,historical,,,
2023-01-09,14019.91,251.0,55.85621513944223,24886.65,40453.40333333333,historical,,,
2023-01-16,15982.42,291.0,54.92240549828179,20174.147500000003,39773.18583333333,historical,,,
2023-01-23,17951.03,291.0,61.6873883161512,16113.692500000003,39974.80166666666,historical,,,
2023-01-30,9808.67,193.0,50.822124352331606,14440.507500000003,34517.98416666667,historical,,,
2023-02-06,14104.789999999999,243.0,58.044403292181066,14461.727500000003,29907.265,historical,,,
2023-02-13,14417.65,240.0,60.073541666666664,14070.535000000003,25251.86666666667,historical,,,
2023-02-20,14449.25,260.0,55.574038461538464,13195.090000000004,20583.437499999996,historical,,,
2023-02-27,14760.83,245.0,60.248285714285714,14433.130000000005,19665.329999999998,historical,,,
2023-03-06,15518.88,272.0,57.05470588235294,14786.652500000004,18045.01,historical,,,
2023-03-13,13814.72,244.0,56.617704918032786,14635.920000000002,16293.534166666665,historical,,,
2023-03-20,16451.88,280.0,58.75671428571429,15136.577500000003,14815.12,historical,,,
2023-03-27,12497.32,254.0,49.20204724409449,14570.700000000003,14481.445833333333,historical,,,
2023-04-03,10188.01,162.0,62.88895061728395,13237.982500000004,14162.120833333334,historical,,,
2023-04-10,13757.92,249.0,55.25269076305221,13223.782500000005,13976.745833333332,historical,,,
2023-04-17,13650.27,255.0,53.530470588235296,12523.380000000005,13618.349166666667,historical,,,
2023-04-24,15615.8,282.0,55.37517730496454,13303.000000000004,14102.276666666667,historical,,,
2023-05-01,11150.42,201.0,55.4747263681592,13543.602500000003,13856.079166666668,historical,,,
2023-05-08,15473.12,289.0,53.54020761245675,13972.402500000004,13944.035000000002,historical,,,
2023-05-15,16703.65,279.0,59.86971326164875,14735.747500000003,14131.901666666667,historical,,,
2023-05-22,16005.35,281.0,56.9585409252669,14833.135000000004,14235.611666666666,historical,,,
2023-05-29,12526.210000000001,228.0,54.93951754385965,15177.082500000004,13986.222500000002,historical,,,
2023-06-05,10503.53,191.0,54.99230366492147,13934.685000000005,13710.29,historical,,,
2023-06-12,14314.96,261.0,54.846590038314176,13337.512500000004,13532.213333333333,historical,,,
2023-06-19,15578.2,265.0,58.7856603773585,13230.725000000004,13788.953333333333,historical,,,
2023-06-26,15937.87,282.0,56.5172695035461,14083.640000000005,14268.108333333332,historical,,,
2023-07-03,11073.42,188.0,58.901170212765955,14226.112500000003,14044.400000000001,historical,,,
2023-07-10,15345.28,275.0,55.801018181818186,14483.692500000005,14185.650833333333,historical,,,
2023-07-17,15859.06,265.0,59.84550943396226,14553.907500000005,14205.9225,historical,,,
2023-07-24,15216.02,274.0,55.5329197080292,14373.445000000003,14544.722499999998,historical,,,
2023-07-31,10111.27,152.0,66.52151315789474,14132.907500000005,14097.901666666667,historical,,,
2023-08-07,17236.59,326.0,52.8729754601227,14605.735000000004,14142.313333333334,historical,,,
2023-08-14,18907.32,346.0,54.64543352601156,15367.800000000003,14384.144166666665,historical,,,
2023-08-21,19909.59,371.0,53.66466307277628,16541.192500000005,14999.425833333335,historical,,,
2023-08-28,20626.66,358.0,57.6163687150838,19170.04,15843.019999999999,historical,,,
2023-09-04,14068.22,214.0,65.73934579439252,18377.947500000002,15822.458333333334,historical,,,
2023-09-11,20645.53,351.0,58.81917378917379,18812.500000000004,16244.735833333334,historical,,,
2023-09-18,18716.86,345.0,54.25176811594203,18514.317500000005,16476.318333333333,historical,,,
2023-09-25,19896.35,353.0,56.363597733711046,18331.740000000005,17211.5625,historical,,,
2023-10-02,14742.77,282.0,52.279326241134754,18500.377500000002,17161.353333333333,historical,,,
2023-10-09,28464.03,496.0,57.38715725806451,20455.002500000002,18211.767499999998,historical,,,
2023-10-16,28452.16,492.0,57.82959349593496,22888.827500000003,19314.779166666667,historical,,,
2023-10-23,25360.43,434.0,58.434170506912444,24254.847500000003,20585.5425,historical,,,
2023-10-30,19472.3,310.0,62.813870967741934,25437.230000000003,20771.851666666666,historical,,,
2023-11-06,61493.67,1060.0,58.012896226415094,33694.64,24320.71416666667,historical,,,
2023-11-13,73518.96,1251.0,58.76815347721823,44961.340000000004,28788.161666666667,historical,,,
2023-11-20,74897.97,1243.0,60.255808527755434,57345.725000000006,33310.770833333336,historical,,,
2023-11-27,68636.43,1256.0,54.64683917197452,69636.7575,37858.121666666666,historical,,,
2023-12-04,33090.54,566.0,58.46385159010601,62535.975000000006,38895.20583333333,historical,,,
2023-12-11,38103.5,693.0,54.983405483405484,53682.11,40510.75916666666,historical,,,
2023-12-18,37235.87,644.0,57.81967391304348,44266.58500000001,41955.71916666667,historical,,,
2023-12-25,38513.19,683.0,56.38827232796486,36735.77500000001,43936.587499999994,historical,,,
2024-01-01,13643.59,273.0,49.976520146520144,31874.037500000002,42701.550833333335,historical,,,
2024-01-08,15019.519794352982,,,,,forecast,0.0,33538.25017570809,"ARIMA(2,1,1)"
2024-01-15,16263.06257320521,,,,,forecast,0.0,40121.39579719562,"ARIMA(2,1,1)"
2024-01-22,17261.207439837028,,,,,forecast,0.0,44027.87064214128,"ARIMA(2,1,1)"
2024-01-29,18061.6471525192,,,,,forecast,0.0,46566.0782371669,"ARIMA(2,1,1)"
2024-02-05,18703.53686843071,,,,,forecast,0.0,48290.099369504125,"ARIMA(2,1,1)"
2024-02-12,19218.281921073176,,,,,forecast,0.0,49494.82721353813,"ARIMA(2,1,1)"
2024-02-19,19631.06695644329,,,,,forecast,0.0,50354.62640723779,"ARIMA(2,1,1)"
2024-02-26,19962.08807952177,,,,,forecast,0.0,50978.846932494336,"ARIMA(2,1,1)"
2024-03-04,20227.540977604396,,,,,forecast,0.0,51438.68949115716,"ARIMA(2,1,1)"
2024-03-11,20440.413317729224,,,,,forecast,0.0,51781.77027236317,"ARIMA(2,1,1)"
2024-03-18,20611.12018707414,,,,,forecast,0.0,52040.606717160015,"ARIMA(2,1,1)"
2024-03-25,20748.013666163315,,,,,forecast,0.0,52237.80230398504,"ARIMA(2,1,1)"
2024-04-01,20857.791466488823,,,,,forecast,0.0,52389.32004788851,"ARIMA(2,1,1)"
